epoch;acc;loss;val_acc;val_loss
0;0.5857753157615662;1.1781362295150757;0.4536585509777069;1.0938796997070312
1;0.7176434397697449;0.6651561856269836;0.35853657126426697;1.205590844154358
2;0.7637362480163574;0.5662157535552979;0.4146341383457184;1.1135400533676147
3;0.8116605877876282;0.4816732108592987;0.6804878115653992;0.8159346580505371
4;0.8440170884132385;0.4066149890422821;0.6914634108543396;0.7440354228019714
5;0.8495116233825684;0.3840433359146118;0.7719511985778809;0.6377177834510803
6;0.8748473525047302;0.3314332365989685;0.8170731663703918;0.5284282565116882
7;0.8946886658668518;0.29359424114227295;0.8378048539161682;0.4712069630622864
8;0.9023199081420898;0.27048635482788086;0.8804877996444702;0.37388893961906433
9;0.9215506911277771;0.24220357835292816;0.8634146451950073;0.4224783480167389
10;0.920634925365448;0.24854832887649536;0.8890243768692017;0.3424133062362671
11;0.9349817037582397;0.20406056940555573;0.8914633989334106;0.3124474585056305
12;0.932539701461792;0.1993948370218277;0.8902438879013062;0.30424514412879944
13;0.9432234168052673;0.1793885976076126;0.9073171019554138;0.2821882367134094
14;0.9435287117958069;0.17195621132850647;0.9109756350517273;0.2583523690700531
15;0.958791196346283;0.14485450088977814;0.9024389982223511;0.2792094647884369
16;0.9514651894569397;0.14655372500419617;0.9268292784690857;0.23207378387451172
17;0.9658119678497314;0.12744812667369843;0.9219512343406677;0.22619883716106415
18;0.9688644409179688;0.11565835028886795;0.9146341681480408;0.25379857420921326
19;0.9697802066802979;0.10382016003131866;0.9182927012443542;0.21402284502983093
20;0.9661172032356262;0.1020331159234047;0.9304878115653992;0.2380279004573822
21;0.9719169735908508;0.09623593091964722;0.9268292784690857;0.2374090850353241
22;0.9771062135696411;0.08679325133562088;0.9219512343406677;0.23174051940441132
23;0.9771062135696411;0.08546281605958939;0.9329268336296082;0.20115099847316742
24;0.9795482158660889;0.07925006747245789;0.9329268336296082;0.18580745160579681
25;0.9822954535484314;0.0724196806550026;0.9402438998222351;0.19370710849761963
26;0.9810744524002075;0.07069773226976395;0.949999988079071;0.17667299509048462
27;0.9810744524002075;0.06326238811016083;0.9378048777580261;0.18818379938602448
28;0.9835164546966553;0.06355356425046921;0.9512194991111755;0.18478897213935852
29;0.9819902181625366;0.06726598739624023;0.9426829218864441;0.18975643813610077
30;0.9853479862213135;0.06267135590314865;0.9317073225975037;0.21707171201705933
31;0.9792429804801941;0.06998471915721893;0.9390243887901306;0.1756492406129837
32;0.9807692170143127;0.0650438666343689;0.954878032207489;0.17302843928337097
33;0.9838217496871948;0.05593787133693695;0.9414634108543396;0.18961019814014435
34;0.9877899885177612;0.04739771783351898;0.9451219439506531;0.1678660660982132
35;0.9874847531318665;0.04999905452132225;0.9353658556938171;0.21493268013000488
36;0.9877899885177612;0.051084842532873154;0.9512194991111755;0.15676908195018768
37;0.9847374558448792;0.05051766708493233;0.9536585211753845;0.154452845454216
38;0.9893162250518799;0.038297388702631;0.9487804770469666;0.15604683756828308
39;0.9899267554283142;0.03825133293867111;0.95243901014328;0.1815512627363205
40;0.9865689873695374;0.046122290194034576;0.9463414549827576;0.17529205977916718
41;0.9893162250518799;0.04323883727192879;0.9414634108543396;0.16707348823547363
42;0.9887057542800903;0.043264247477054596;0.962195098400116;0.15988659858703613
43;0.9932844638824463;0.033963464200496674;0.9463414549827576;0.15167930722236633
44;0.990231990814209;0.03560461103916168;0.9463414549827576;0.18019716441631317
45;0.9868742227554321;0.04430459439754486;0.9536585211753845;0.141720250248909
46;0.9899267554283142;0.034860044717788696;0.9512194991111755;0.17075692117214203
47;0.9917582273483276;0.03533047437667847;0.9475609660148621;0.16416722536087036
48;0.9896214604377747;0.04063555225729942;0.95243901014328;0.14993861317634583
49;0.9926739931106567;0.033673245459795;0.9463414549827576;0.1512514054775238
0;0.46367520093917847;1.4545077085494995;0.5597561001777649;1.2027240991592407
1;0.5341880321502686;1.083495020866394;0.5768292546272278;1.0877331495285034
2;0.5369352698326111;1.0064114332199097;0.5317073464393616;0.9635847806930542
3;0.5650182962417603;0.9243119359016418;0.5878048539161682;0.9446132183074951
4;0.5650182962417603;0.9244320392608643;0.5597561001777649;0.9736199975013733
5;0.5631868243217468;0.9158438444137573;0.5817072987556458;0.9408072233200073
6;0.5311355590820312;0.9510905146598816;0.46585366129875183;1.2642085552215576
7;0.5384615659713745;0.983427107334137;0.47560974955558777;1.2002133131027222
8;0.5876068472862244;0.9053099751472473;0.5817072987556458;0.9090801477432251
9;0.5851648449897766;0.9035513401031494;0.5890243649482727;0.9164775609970093
10;0.5726495981216431;0.9102039933204651;0.5963414907455444;0.8908840417861938
11;0.5711233019828796;0.9153094291687012;0.6073170900344849;0.9442091584205627
12;0.5943223237991333;0.9029725790023804;0.47926828265190125;1.1100773811340332
13;0.5851648449897766;0.9122689962387085;0.5682926774024963;0.8983423709869385
14;0.6074481010437012;0.8642854690551758;0.5390244126319885;0.9222764372825623
15;0.5958486199378967;0.8623642921447754;0.507317066192627;0.9680466055870056
16;0.5863858461380005;0.8907973766326904;0.5780487656593323;0.9255268573760986
17;0.5735653042793274;0.8996468186378479;0.5853658318519592;0.8721567988395691
18;0.6080586314201355;0.8584458827972412;0.5817072987556458;0.8783763647079468
