epoch;acc;loss;val_acc;val_loss
0;0.5100732445716858;1.6739062070846558;0.4585365951061249;1.2305474281311035
1;0.5973748564720154;0.8504294157028198;0.47560974955558777;1.3136417865753174
2;0.6263736486434937;0.784726619720459;0.6499999761581421;1.1151942014694214
3;0.6935287117958069;0.6860477328300476;0.6817073225975037;1.0085546970367432
4;0.7414529919624329;0.5947781205177307;0.33170732855796814;1.1723530292510986
5;0.8171550631523132;0.4554664194583893;0.8621951341629028;0.5891972184181213
6;0.891330897808075;0.3068183660507202;0.5463414788246155;1.4363354444503784
7;0.9346764087677002;0.20775145292282104;0.9121951460838318;0.24157185852527618
8;0.9594017267227173;0.14018560945987701;0.6231707334518433;1.1288189888000488
9;0.9786324501037598;0.08505696058273315;0.9390243887901306;0.21872195601463318
10;0.9780219793319702;0.07728563994169235;0.9536585211753845;0.14213348925113678
11;0.9877899885177612;0.04844051972031593;0.964634120464325;0.1166929304599762
12;0.9935897588729858;0.027451610192656517;0.8646341562271118;0.3904610276222229
13;0.992368757724762;0.0319802425801754;0.9256097674369812;0.20701897144317627
14;0.9938949942588806;0.02483498491346836;0.9707317352294922;0.08413267135620117
15;0.9942002296447754;0.025234077125787735;0.8414633870124817;0.3764202296733856
16;0.9969474673271179;0.018453698605298996;0.7768292427062988;0.6322174668312073
17;0.9990842342376709;0.009174278005957603;0.9829268455505371;0.05009666085243225
18;0.9975579977035522;0.010224180296063423;0.49390244483947754;5.1205596923828125
19;0.9987789988517761;0.006731546949595213;0.9841463565826416;0.0456186905503273
20;1.0;0.004975253250449896;0.9865853786468506;0.03323502466082573
21;0.9987789988517761;0.0056491270661354065;0.9109756350517273;0.20804257690906525
22;0.9984737634658813;0.00924102682620287;0.9817073345184326;0.05516151711344719
23;0.9990842342376709;0.005366936791688204;0.9902439117431641;0.033023346215486526
24;0.9984737634658813;0.005259358789771795;0.9743902683258057;0.09052824974060059
25;0.9996947646141052;0.0047971270978450775;0.9792683124542236;0.054678577929735184
26;1.0;0.0020812416914850473;0.9902439117431641;0.03653089702129364
27;1.0;0.0020345242228358984;0.9890244007110596;0.04565363749861717
28;1.0;0.001567141734994948;0.9878048896789551;0.039156798273324966
29;1.0;0.0015034956159070134;0.9853658676147461;0.05849723517894745
30;0.9993894696235657;0.0030325893312692642;0.9792683124542236;0.05960436910390854
31;1.0;0.0018149714451283216;0.9841463565826416;0.04625578224658966
32;0.9996947646141052;0.0016791255911812186;0.9743902683258057;0.09851164370775223
33;1.0;0.001044633099809289;0.9902439117431641;0.044022463262081146
34;1.0;0.0011574089294299483;0.9914634227752686;0.03514111042022705
35;1.0;0.0009017947013489902;0.9890244007110596;0.024760834872722626
36;1.0;0.0012036830885335803;0.9829268455505371;0.058993689715862274
37;0.9996947646141052;0.0013516482431441545;0.9865853786468506;0.05524314194917679
38;1.0;0.0012965650530532002;0.9914634227752686;0.023205749690532684
39;1.0;0.0007454660953953862;0.9902439117431641;0.030139191076159477
40;1.0;0.0007758883875794709;0.9914634227752686;0.028581097722053528
41;1.0;0.0009657149785198271;0.9914634227752686;0.025037383660674095
42;1.0;0.0007418477907776833;0.9902439117431641;0.029388437047600746
43;1.0;0.0006254297331906855;0.9902439117431641;0.02866334468126297
44;1.0;0.0007399920141324401;0.9902439117431641;0.026190701872110367
45;1.0;0.000691939378157258;0.9914634227752686;0.0311881210654974
46;1.0;0.0005617209244519472;0.9890244007110596;0.03398771584033966
47;0.9990842342376709;0.002127500483766198;0.9890244007110596;0.027217473834753036
48;1.0;0.0007276316173374653;0.9914634227752686;0.028313225135207176
49;0.9996947646141052;0.0010821024188771844;0.9902439117431641;0.03085521049797535
